,NAME,LAT,LONG,CR1003I,CR1003V,CR1005V,CR1007V,CR1008V,CR1010V,CR1015V,CR2001V,CR2009V,CR2010I,CR2011I,DE1001V,DE1002V,DE1003I,DE1003V,DE1025I,DE1025V,DE1026V,DE1027V,DE1028I,DE1028V,DE1029V,DE1030V,DE1040I,DE1040V,DE1041V,DE1042V,DE1046I,DE1046V,DE1047V,DE1048V,DE1049I,DE1049V,DE1050V,DE1051V,DE1055I,DE1055V,DE1056V,DE1057I,DE1057V,DE1058I,DE1058V,DE1059I,DE1059V,DE1060I,DE1060V,DE1061I,DE1061V,DE1062V,DE1063V,DE1064I,DE1064V,DE1065V,DE1066V,DE1073I,DE1073V,DE1074V,DE1075V,DE1076I,DE1076V,DE1077V,DE1078V,DE1079V,DE1084I,DE1085I,DE2001I,DE2001V,DE2002I,DE2002V,DE2003I,DE2003V,DE2007I,DE2008I,DE2008V,DE2009I,DE2009V,DE2010V,DE2011V,DE2012V,DE3001V,DE3002I,DE3002V,DE3004I,DE3005I,DE3005V,DE3008I,DE3008V,DE3011I,DE3011V,DE3016I,DE3017V,EC1001I,EC1001V,EC1002I,EC1002V,EC1003I,EC1003V,EC1010V,EC1011I,EC1011V,EC1012I,EC1012V,EC1020I,EC1145V,EC1146V,EC1147V,EC1174V,EC1175V,EC1176V,EC1177V,EC1178V,EC1179V,EC1180V,EC1181V,EC1182V,EC2008V,EC2009V,EC2020V,EC2021V,EC2022V,EC2032V,EC2033V,EC2034V,EC2035V,EC2036V,EC2037V,EC2038V,EC3039V,EC3040V,EC3064V,EC3065V,EN1002V,EN1003V,EN1004V,EN1005V,EN2002V,EN2003V,EN2005V,EN2025V,EN2026V,EN2027V,EN3003V,EN3010V,EN3011V,EN3012V,EN3013V,EN4008V,EN5200V,EN5201V,EN5202V,EN5203V,EN5204V,EN5205V,EN5206V,EN5207V,SA1001V,SA1004V,SA1005V,SA1007I,SA1007V,SA1008I,SA1008V,SA1012V,SA1025V,SA1029V,SA1050V,SA1051V,SA2004I,SA2004V,SA2007I,SA2007V,SA2013V,SA2016V,SA2017V,SA2018V,SA2019V,SA2020V,SA2021V,SA2029I,SA3005V,TE1001I,TE1001V,TE1026I,TE1026V,TE1027V,TE1028V,TE1039V,TE1040V,TE1041V,TE2025V,TE2028I,TE2028V,TE2031I,TE2031V,TT1057I,TT1057V,TT1060I,TT1060V,TT1064V,TT1065V,TT1079V,TT1080V,TT1081V
36,Saarbrücken,6.978198,49.234378,25.0,4464.0,715788.0,97668.0,2.0,8.0,6.0,481478.0,3492.0,20.0,3.0,175741.0,84575.0,107.8,91166.0,12.8,22458.0,11000.0,11458.0,11.2,19618.0,8888.0,10730.0,3.8,6710.0,3468.0,3242.0,4.6,8015.0,4000.0,4015.0,7.1,12505.0,6113.0,6392.0,9.5,16635.0,5862.0,183.8,10773.0,58.7,24254.0,25.9,12292.0,32.7,11962.0,0.0,22352.0,11373.0,10979.0,16.6,29186.0,14387.0,14799.0,13.8,43.36734693877551,6640.0,3471.0,12.7,3169.0,7368.0,3721.0,3647.0,3.8,4.2,86.0,151773.0,6.0,10900.0,9.0,15000.0,14.0,81.0,143100.0,19.0,32600.0,10900.0,22600.0,23968.0,94700.0,49.0,46200.0,2.0,5.0,4400.0,14.0,13600.0,17.0,15900.0,28.0,173300.0,53.0,82100.0,60.0,44700.0,46.0,37300.0,8600.0,12.0,5300.0,9.0,3300.0,10.0,13500.0,7000.0,6400.0,79500.0,43400.0,36200.0,71600.0,38400.0,33200.0,12400.0,6400.0,6000.0,300.0,21700.0,143100.0,10125.0,4200.0,30100.0,6000.0,7000.0,1300.0,23100.0,40700.0,8600.0,19600.0,24200.0,59.0,23.0,5.073030303030302,19.0,3.1,637.0,13.5,0.0,16.0,3538.0,25.3,22.1,10350700.0,2.05,100.0,100.0,99.7,61.11,3.62,12.65,7.76,6.59,0.95,6.32,11.27,50.85,99760.0,32644.0,67116.0,34.0,32400.0,67.0,63400.0,869.0,7492.692307692308,333.0,350000.0,131250.0,7.0,10.0,8.0,1463.0,90.0,398.0,250.0,148.0,2044.0,950.0,1094.0,12.0,10.0,481.59183673469386,5804.081632653061,153.0,26864.0,13806.0,13058.0,9.0,9.75,7.0,18300.0,54.0,53100.0,28.0,27700.0,438.14,77000.0,0.23,4.0,69552.0,17921.0,75.0,50.0,10.5
37,Potsdam,13.030564,52.414098,19.0,3020.0,1809484.5,1288266.0,3.0,4.0,5.0,910371.0,5335.0,34.0,6.0,156906.0,76041.0,106.3,80865.0,11.3,17743.0,8645.0,9098.0,11.3,17746.0,7939.0,9807.0,5.2,8204.0,4254.0,3950.0,3.0,4744.0,2390.0,2354.0,7.4,11589.0,5410.0,6179.0,8.5,13272.0,4823.0,175.2,8449.0,56.1,25384.0,25.2,12674.0,30.9,12710.0,1.5,22048.0,11450.0,10598.0,15.1,23761.0,12156.0,11605.0,16.2,42.0,6911.0,3548.0,14.1,3363.0,5504.0,2752.0,2752.0,4.4,3.5,95.0,148787.0,1.0,2200.0,4.0,5700.0,5.0,89.0,140200.0,11.0,16700.0,4300.0,12400.0,8119.0,85100.0,45.0,37900.0,2.0,5.0,4400.0,11.0,9400.0,18.0,15400.0,29.0,156000.0,63.0,85500.0,66.0,43500.0,59.0,42000.0,5400.0,8.0,3300.0,5.0,2100.0,6.0,13000.0,6500.0,6500.0,84400.0,42900.0,41500.0,79100.0,39700.0,39400.0,12200.0,6000.0,6200.0,200.0,3100.0,110700.0,7926.0,3400.0,16200.0,8000.0,4100.0,1300.0,26800.0,35400.0,12100.0,21500.0,27200.0,51.0,17.0,5.6,18.3,-0.4,606.9,17.0,0.0,24.5,3802.0,18.1,21.7,7611300.0,2.19,100.0,100.0,98.6,74.05,1.4,12.86,7.73,4.58,0.92,7.89,34.35,30.29,86230.0,13645.0,72585.0,15.0,12600.0,86.0,73000.0,11062.385714285714,1560.0,200.0,280000.0,108500.0,2.0,3.0,11.0,1664.0,64.0,242.0,158.0,84.0,1356.0,649.0,707.0,9.0,2.0,658.0,5400.0,159.0,25026.0,10573.0,14453.0,9.0,9.75,7.0,6000.0,51.0,45200.0,45.0,40300.0,372.76,58488.0,0.0,0.0,46922.0,29449.0,209.0,36.6,10.5
38,Koblenz,7.592158,50.355975,25.0,2657.0,1809484.5,200701.0,2.0,12.0,3.0,674587.0,4045.0,38.0,6.0,106417.0,51148.0,108.1,55269.0,12.2,13010.0,6182.0,6828.0,11.5,12262.0,5633.0,6629.0,4.2,4448.0,2287.0,2161.0,4.8,5068.0,2548.0,2520.0,6.5,6902.0,3281.0,3621.0,10.7,11344.0,4026.0,181.8,7318.0,64.8,14739.0,28.2,7504.0,36.6,7235.0,0.0,14242.0,7313.0,6929.0,14.7,15681.0,7854.0,7827.0,13.9,43.9,4149.0,2190.0,13.4,1959.0,4572.0,2330.0,2242.0,3.9,4.3,91.0,96996.0,2.0,2500.0,6.0,6400.0,9.0,81.0,86100.0,19.0,20300.0,5200.0,12900.0,9421.0,56000.0,47.0,26300.0,2.0,4.0,2300.0,16.0,8900.0,17.0,9600.0,24.0,104100.0,58.0,54100.0,64.0,28200.0,53.0,25800.0,3000.0,6.0,1600.0,5.0,1400.0,6.0,8200.0,4200.0,4000.0,52300.0,27300.0,25000.0,49600.0,25800.0,23800.0,7800.0,4000.0,3800.0,300.0,8900.0,96300.0,6099.0,2800.0,21000.0,3400.0,6300.0,800.0,11900.0,35700.0,5200.0,21900.0,27600.0,57.0,17.0,3.6,18.9,1.653,372.3,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,6268300.0,1.66,100.0,100.0,99.7,49.84,2.19,12.86,11.16,7.7,0.53,5.21,25.61,34.74,60109.0,16919.0,43190.0,34.0,19100.0,66.0,36700.0,1683.0,7492.692307692308,22.0,320000.0,112000.0,3.0,3.0,9.0,996.0,52.0,181.0,107.0,74.0,1228.0,544.0,684.0,12.0,0.0,450.0,2000.0,108.0,11444.0,5549.0,5895.0,9.0,9.75,7.0,9800.0,51.0,29500.0,35.0,19900.0,434.15,46201.0,0.38,4.0,44218.0,12964.0,67.0,73.3,10.9
39,Rostock,12.088019,54.084592,20.0,4051.0,1809484.5,177397.0,2.0,7.0,3.0,1512567.0,14096.0,70.0,7.0,202735.0,99673.0,103.4,103062.0,12.1,24584.0,11868.0,12716.0,13.6,27597.0,12307.0,15290.0,4.1,8395.0,4302.0,4093.0,2.9,5798.0,2839.0,2959.0,9.5,19260.0,9547.0,9713.0,9.4,19156.0,7038.0,172.2,12118.0,57.1,31588.0,20.9,17164.0,36.2,14424.0,0.6,23137.0,12428.0,10709.0,15.0,30462.0,15606.0,14856.0,15.6,44.6,6873.0,3514.0,11.4,3359.0,5885.0,3060.0,2825.0,3.4,2.9,96.0,195560.0,1.0,1300.0,3.0,6400.0,4.0,88.0,178900.0,12.0,23800.0,3000.0,20800.0,7175.0,117900.0,50.0,59300.0,2.0,5.0,5500.0,14.0,16500.0,14.0,16300.0,34.0,200100.0,59.0,106500.0,64.0,56800.0,54.0,49700.0,11100.0,11.0,6300.0,10.0,4800.0,10.0,16200.0,8500.0,7800.0,104300.0,55600.0,48700.0,93500.0,49600.0,43900.0,14300.0,7400.0,6800.0,100.0,10200.0,102800.0,8512.0,3600.0,24500.0,2200.0,2700.0,1700.0,18600.0,33100.0,6000.0,17300.0,21000.0,56.0,24.0,5.1,17.5,0.4,954.6,6.0,0.0,22.0,2962.0,14.3,23.1,9867300.0,1.98,100.0,100.0,99.6,100.96,2.34,10.7,7.66,8.31,1.5,8.07,23.86,37.56,118445.0,12237.0,106208.0,10.0,11400.0,90.0,106000.0,831.0,7492.692307692308,330.0,251500.0,105000.0,1.0,1.0,9.0,1793.0,100.0,403.0,272.0,131.0,2084.0,1027.0,1057.0,10.0,12.0,691.0,5800.0,78.0,15847.0,8024.0,7823.0,9.0,9.75,7.0,6200.0,61.0,67100.0,36.0,39500.0,346.71,70291.0,0.25,5.0,30222.0,20004.0,154.0,49.0,10.7
40,Kaiserslautern,7.760953,49.439283,28.0,2763.0,1809484.5,48200.0,1.0,9.0,2.0,169311.0,1539.0,16.0,2.0,99184.0,50165.0,97.7,49019.0,11.8,11726.0,5726.0,6000.0,10.6,10514.0,4832.0,5682.0,3.9,3861.0,1986.0,1875.0,4.9,4839.0,2434.0,2405.0,8.9,8846.0,4956.0,3890.0,9.3,9215.0,3537.0,160.5,5678.0,57.5,13842.0,26.2,7468.0,31.3,6374.0,-0.1,12699.0,6724.0,5975.0,16.0,15847.0,8410.0,7437.0,14.0,43.0,3681.0,1906.0,12.8,1775.0,4114.0,2186.0,1928.0,3.7,4.1,89.0,88585.0,4.0,4000.0,7.0,6600.0,11.0,80.0,79300.0,20.0,19900.0,8400.0,11500.0,10599.0,50900.0,43.0,22100.0,2.0,5.0,2300.0,15.0,7400.0,19.0,9700.0,24.0,97700.0,56.0,48600.0,60.0,26600.0,50.0,21900.0,4700.0,10.0,2600.0,10.0,2100.0,10.0,7700.0,4200.0,3500.0,47100.0,25800.0,21200.0,42800.0,23500.0,19300.0,7100.0,3900.0,3200.0,200.0,10900.0,69200.0,4951.0,2300.0,13500.0,1700.0,1900.0,600.0,10900.0,20300.0,7000.0,20700.0,25900.0,58.0,23.0,5.2,18.6,2.2,613.8,17.0,0.0,19.58360655737705,3417.0,24.2,22.13606557377049,6200700.0,1.57,100.0,100.0,99.9,55.13,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,57009.0,17664.0,39345.0,36.0,18200.0,64.0,32800.0,2323.0,7492.692307692308,8.0,225000.0,70000.0,0.0,0.0,9.0,845.0,57.0,230.0,152.0,78.0,1189.0,597.0,592.0,12.0,3.0,492.0,1900.0,161.0,15981.0,10765.0,5216.0,9.0,9.75,7.0,11200.0,53.0,28600.0,25.0,13500.0,413.89,41051.0,0.3,3.0,29575.0,10636.0,47.0,46.5,10.6
41,Wilhelmshaven,8.099767,53.536564,23.0,1900.0,1809484.5,150780.0,1.0,2.0,1.0,280675.0,1858.0,23.0,3.0,81324.0,41046.0,98.1,40278.0,12.9,10504.0,5199.0,5305.0,13.6,11089.0,5311.0,5778.0,3.4,2783.0,1435.0,1348.0,5.1,4162.0,2186.0,1976.0,7.1,5789.0,3063.0,2726.0,10.6,8608.0,3074.0,180.0,5534.0,67.9,9338.0,27.2,5384.0,40.7,3954.0,0.2,9967.0,5321.0,4646.0,15.8,12843.0,6953.0,5890.0,11.5,46.1,2888.0,1436.0,12.3,1452.0,3353.0,1684.0,1669.0,3.6,4.1,94.0,76314.0,2.0,1900.0,4.0,3100.0,6.0,89.0,72000.0,11.0,9300.0,1800.0,8300.0,5010.0,44300.0,47.0,21000.0,2.0,5.0,2200.0,19.0,8200.0,15.0,6800.0,32.0,79500.0,51.0,36700.0,54.0,19800.0,47.0,16900.0,3900.0,12.0,2300.0,9.0,1600.0,11.0,6400.0,3600.0,2900.0,35400.0,19000.0,16400.0,31700.0,16900.0,14900.0,5900.0,3300.0,2600.0,0.0,4900.0,42800.0,2814.0,2100.0,8400.0,500.0,700.0,500.0,5000.0,19300.0,1500.0,20800.0,24400.0,61.0,20.0,4.33,16.7,2.2,770.8,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,8669700.0,1.52,100.0,100.0,98.9,39.2,2.21,13.01,12.58,6.25,4.2,4.84,45.11,11.79,45124.0,13402.0,31722.0,33.0,14600.0,66.0,29200.0,11062.385714285714,7492.692307692308,334.8,165000.0,70000.0,2.0,1.0,7.0,558.0,44.0,182.0,110.0,72.0,1095.0,489.0,606.0,13.0,3.0,395.0,1100.0,46.0,3744.0,2439.0,1305.0,9.0,9.75,7.0,7800.0,61.0,26100.0,17.0,7100.0,420.91,34230.0,0.25,2.0,11116.0,6510.0,221.12345679012347,46.0,10.2
42,Flensburg,9.42001,54.780766,24.0,2118.0,1809484.5,137282.0,1.0,3.0,6.835164835164835,200013.0,1273.0,14.0,2.0,88759.0,43759.0,102.8,45000.0,11.1,9839.0,4778.0,5061.0,10.9,9712.0,4536.0,5176.0,4.2,3710.0,1897.0,1813.0,5.0,4457.0,2231.0,2226.0,9.3,8256.0,3967.0,4289.0,8.6,7650.0,2736.0,179.6,4914.0,59.2,13691.0,28.0,7342.0,31.1,6349.0,0.3,11848.0,6327.0,5521.0,13.7,12130.0,6137.0,5993.0,15.4,40.8,3561.0,1819.0,13.3,1742.0,3905.0,1989.0,1916.0,4.0,4.4,92.0,81905.0,5.0,4000.0,3.0,2900.0,8.0,81.0,72300.0,19.0,16500.0,10000.0,4300.0,6854.0,50500.0,52.0,26100.0,2.0,4.0,2100.0,12.0,6200.0,14.0,7000.0,30.0,87100.0,55.0,42800.0,60.0,22900.0,50.0,19900.0,4300.0,12.0,2700.0,8.0,1600.0,10.0,6300.0,3500.0,2800.0,41300.0,22100.0,19200.0,37200.0,19500.0,17700.0,5800.0,3100.0,2600.0,100.0,5800.0,52400.0,3878.0,1500.0,14300.0,1700.0,1000.0,900.0,7300.0,16800.0,3000.0,20400.0,24800.0,54.0,16.0,4.38,16.3,0.7,916.1,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,4966700.0,1.41,100.0,100.0,99.6,38.48,1.94,28.16,14.26,8.37,1.14,8.21,24.93,12.99,48109.0,12585.0,35524.0,30.0,15300.0,71.0,35800.0,11062.385714285714,7492.692307692308,334.8,247500.0,73500.0,5.0,4.0,9.0,763.0,55.0,191.0,122.0,69.0,952.0,462.0,490.0,11.0,9.797979797979798,458.0,1700.0,94.0,8350.0,4323.0,4027.0,9.0,9.75,7.0,7700.0,64.0,30200.0,28.0,13400.0,382.77,33974.0,0.0,0.0,19472.0,8094.0,221.12345679012347,41.0,9.5
43,Neumünster,9.982761,54.070224,18.0,1373.0,1809484.5,40845.0,0.0,3.0,1.0,116469.0,793.0,10.0,2.0,76830.0,37734.0,103.6,39096.0,11.8,9079.0,4424.0,4655.0,12.3,9478.0,4479.0,4999.0,4.5,3442.0,1816.0,1626.0,5.8,4469.0,2312.0,2157.0,6.4,4955.0,2582.0,2373.0,9.4,7259.0,2632.0,175.8,4627.0,72.3,8354.0,34.7,4357.0,37.5,3997.0,-0.1,10666.0,5449.0,5217.0,15.0,11547.0,5829.0,5718.0,10.9,43.6,3484.0,1787.0,13.9,1697.0,4097.0,2067.0,2030.0,4.5,5.3,94.0,72087.0,1.0,900.0,5.0,3900.0,6.0,89.0,68100.0,11.0,8700.0,2200.0,6500.0,4743.0,38900.0,39.0,15200.0,2.0,6.0,2500.0,14.0,5500.0,20.0,7700.0,32.0,76100.0,60.0,39200.0,68.0,21900.0,51.0,17200.0,3800.0,11.0,2300.0,8.0,1400.0,10.0,6100.0,3400.0,2700.0,37600.0,21100.0,16600.0,34200.0,18900.0,15200.0,5600.0,3100.0,2500.0,700.0,5500.0,45000.0,3301.0,2700.0,14200.0,400.0,1500.0,500.0,6600.0,10000.0,3000.0,21800.0,26600.0,59.0,16.0,4.38,16.6,0.7,975.8,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,4435000.0,1.43,100.0,100.0,99.9,44.67,1.02,22.85,14.47,5.44,0.87,5.81,40.09,9.44,41153.0,16699.0,24454.0,51.0,19700.0,49.0,19200.0,11062.385714285714,7492.692307692308,334.8,170000.0,59500.0,7.0,4.0,8.0,606.0,46.0,160.0,88.0,72.0,921.0,451.0,470.0,12.0,9.797979797979798,436.0,1500.0,83.6236559139785,20684.2688172043,10840.425531914894,9925.606382978724,9.0,9.75,7.0,7100.0,69.0,27300.0,19.0,7400.0,429.58,33005.0,0.39,3.0,17626.0,9342.0,221.12345679012347,44.0,11.1
44,Brandenburg an der Havel,12.523106,52.421197,22.0,1604.0,1809484.5,83455.0,1.0,3.0,1.0,151844.0,1100.0,15.0,2.0,71778.0,35283.0,103.4,36495.0,13.3,9562.0,4691.0,4871.0,15.9,11380.0,5261.0,6119.0,3.8,2721.0,1379.0,1342.0,3.0,2120.0,1098.0,1022.0,6.7,4799.0,2516.0,2283.0,10.7,7700.0,2763.0,178.7,4937.0,65.5,8815.0,21.5,4766.0,44.0,4049.0,-0.7,8065.0,4260.0,3805.0,16.9,12117.0,6210.0,5907.0,12.3,48.4,2319.0,1169.0,11.2,1150.0,2180.0,1170.0,1010.0,3.2,3.0,97.0,69755.0,3.849462365591398,11690.322580645161,2.0,1500.0,3.0,98.0,70300.0,2.0,1500.0,1100.0,6100.0,2023.0,37700.0,39.0,14700.0,2.0,5.0,1900.0,15.0,5500.0,15.0,5600.0,34.0,71200.0,60.0,38600.0,66.0,20700.0,54.0,17900.0,4700.0,13.0,2700.0,11.0,1900.0,12.0,7000.0,3800.0,3200.0,38000.0,20300.0,17600.0,33400.0,17700.0,15800.0,6100.0,3300.0,2800.0,100.0,5800.0,34800.0,2660.0,2300.0,6900.0,500.0,600.0,500.0,4800.0,11700.0,1600.0,18500.0,23000.0,55.0,17.0,5.3,18.6,0.5,612.5,24.0,0.0,31.0,4520.0,14.9,23.1,3039300.0,1.77,100.0,100.0,92.1,29.97,0.6,8.15,7.59,2.41,1.02,2.64,36.9,40.66,42925.0,9346.0,33579.0,31.0,11600.0,71.0,26900.0,1343.0,5381.0,71.0,160000.0,84000.0,9.0,5.0,8.0,579.0,32.0,173.0,119.0,54.0,887.0,449.0,438.0,12.0,2.0,698.0,1900.0,41.0,2961.0,2138.0,823.0,9.0,9.75,7.0,2800.0,62.0,23800.0,32.0,12500.0,414.95,29784.0,0.14,1.0,11319.0,9221.0,124.0,37.0,8.4
45,Bayreuth,11.584207,49.945412,17.0,1209.0,1809484.5,191583.0,1.0,3.0,6.0,297521.0,1818.0,25.0,4.0,72683.0,34986.0,107.7,37697.0,12.2,8837.0,4154.0,4683.0,10.9,7951.0,3617.0,4334.0,3.6,2607.0,1306.0,1301.0,4.8,3514.0,1734.0,1780.0,10.3,7502.0,3695.0,3807.0,9.5,6934.0,2349.0,195.2,4585.0,57.0,9900.0,24.9,5208.0,32.2,4692.0,0.1,9286.0,4732.0,4554.0,14.8,10756.0,5408.0,5348.0,13.6,42.8,2554.0,1349.0,12.8,1205.0,2842.0,1434.0,1408.0,3.5,3.9,91.0,66324.0,3.0,2500.0,5.0,3900.0,9.0,77.0,55900.0,23.0,16700.0,7400.0,9300.0,6359.0,40400.0,50.0,20200.0,2.0,3.0,1300.0,13.0,5400.0,15.0,6000.0,22.0,72100.0,55.0,35800.0,60.0,18500.0,51.0,17300.0,2000.0,6.0,1100.0,5.0,900.0,6.0,5800.0,2800.0,3000.0,34600.0,17900.0,16700.0,32800.0,16900.0,15900.0,5400.0,2600.0,2800.0,300.0,8600.0,59300.0,3812.0,2600.0,10800.0,2300.0,1500.0,500.0,7200.0,22000.0,3400.0,20900.0,25900.0,57.0,21.0,5.1,17.5,-0.6,700.3,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,4598000.0,2.24,100.0,100.0,99.8,34.58,1.76,16.49,9.28,4.66,0.65,6.82,38.08,22.26,40433.0,10851.0,29582.0,27.0,11100.0,71.0,28700.0,2722.0,436.0,83.0,326574.56842105265,102941.5625,4.0,2.0,7.0,489.0,30.0,150.0,98.0,52.0,789.0,354.0,435.0,11.0,12.0,499.0,1300.0,151.0,10995.0,5863.0,5132.0,9.0,9.75,7.0,5000.0,54.0,20900.0,35.0,13700.0,399.74,29054.0,0.14,1.0,25624.0,6607.0,99.0,34.5,9.95
46,Aschaffenburg,9.147466,49.976929,26.0,1798.0,1809484.5,70114.0,0.0,10.0,2.0,134635.0,847.0,12.0,2.0,68678.0,33009.0,108.1,35669.0,12.3,8448.0,4079.0,4369.0,10.6,7283.0,3368.0,3915.0,4.3,2921.0,1509.0,1412.0,4.8,3323.0,1656.0,1667.0,6.1,4199.0,2118.0,2081.0,9.6,6605.0,2390.0,176.4,4215.0,62.2,9066.0,29.4,4451.0,32.8,4615.0,-0.1,9757.0,4847.0,4910.0,15.8,10882.0,5448.0,5434.0,13.2,43.5,2960.0,1516.0,14.2,1444.0,3234.0,1627.0,1607.0,4.3,4.7,85.0,58295.0,3.0,1800.0,13.0,8600.0,15.0,75.0,51700.0,25.0,16900.0,3200.0,13700.0,10383.0,33500.0,42.0,14200.0,2.0,3.0,1100.0,14.0,4800.0,20.0,6800.0,16.0,68800.0,61.0,36400.0,69.0,19600.0,54.0,16800.0,2000.0,5.0,1000.0,5.0,900.0,5.0,5900.0,3200.0,2700.0,35100.0,18900.0,16200.0,33300.0,17900.0,15300.0,5500.0,3000.0,2500.0,200.0,10600.0,60800.0,4691.0,2300.0,20200.0,1700.0,1300.0,500.0,8300.0,13700.0,1900.0,23300.0,29200.0,57.0,16.0,5.4,19.2,2.5,582.8,16.0,0.0,13.0,3232.0,33.2,21.0,3760700.0,2.14,100.0,100.0,99.8,37.62,2.41,12.81,11.73,5.99,0.82,6.33,25.67,34.23,35714.0,10633.0,25081.0,37.0,12300.0,61.0,20400.0,2800.0,1500.0,30.0,326667.0,88690.0,3.0,2.0,9.0,594.0,26.0,101.0,65.0,36.0,732.0,334.0,398.0,11.0,3.0,479.0,1400.0,39.0,2660.0,1691.0,969.0,9.0,9.75,7.0,8900.0,53.0,20300.0,24.0,9200.0,449.42,30865.0,0.0,0.0,32794.0,12254.0,9.0,34.5,7.5
47,Bamberg,10.897137,49.895431,28.0,1961.0,1809484.5,106392.0,1.0,6.0,6.835164835164835,510452.0,3166.0,45.0,7.0,70004.0,32736.0,113.8,37268.0,11.1,7763.0,3664.0,4099.0,10.7,7479.0,3340.0,4139.0,4.1,2870.0,1456.0,1414.0,4.6,3196.0,1574.0,1622.0,7.7,5376.0,2363.0,3013.0,10.7,7512.0,2661.0,182.3,4851.0,60.9,9797.0,26.4,4716.0,34.5,5081.0,0.3,9770.0,4830.0,4940.0,15.4,10801.0,5345.0,5456.0,14.0,43.2,2624.0,1349.0,14.0,1275.0,2816.0,1438.0,1378.0,3.7,4.0,92.0,64246.0,2.0,1600.0,6.0,4100.0,8.0,86.0,60100.0,14.0,9900.0,2900.0,7000.0,5758.0,38400.0,51.0,19600.0,2.0,2.0,700.0,16.0,6100.0,13.0,5100.0,14.0,69100.0,58.0,36000.0,66.0,18700.0,52.0,17400.0,1600.0,4.0,800.0,5.0,800.0,4.0,5000.0,2500.0,2400.0,34900.0,18000.0,16800.0,33400.0,17300.0,16100.0,4700.0,2400.0,2300.0,400.0,16800.0,65800.0,4298.0,2300.0,13200.0,1900.0,1300.0,600.0,6800.0,17700.0,4900.0,20500.0,28600.0,58.0,20.0,5.1,18.4,0.8,604.9,14.902833333333335,0.0,16.0,3395.7833333333333,28.9,21.2,5184300.0,1.87,100.0,100.0,99.8,34.24,4.76,15.93,14.26,6.41,1.19,8.1,18.1,31.24,41132.0,9824.0,31308.0,31.0,11900.0,66.0,25500.0,11062.385714285714,7492.692307692308,334.8,366667.0,128940.0,3.0,2.0,8.0,576.0,24.0,116.0,75.0,41.0,856.0,369.0,487.0,12.0,2.0,453.0,1300.0,170.0,11878.0,4693.0,7185.0,9.0,9.75,7.0,4800.0,45.0,17300.0,38.0,14600.0,418.28,29281.0,0.14,1.0,33980.0,8740.0,221.12345679012347,34.5,10.678282828282828
48,Kempten (Allgäu),10.318357,47.722046,18.0,1103.0,1809484.5,60789.0,0.0,4.0,2.0,148274.0,822.0,13.0,2.0,62060.0,29644.0,109.4,32416.0,12.2,7586.0,3575.0,4011.0,12.3,7633.0,3531.0,4102.0,4.3,2694.0,1402.0,1292.0,5.3,3287.0,1638.0,1649.0,6.8,4230.0,2112.0,2118.0,10.6,6556.0,2467.0,165.7,4089.0,71.5,7756.0,32.3,3869.0,39.2,3887.0,0.1,7941.0,3925.0,4016.0,14.0,8680.0,4212.0,4468.0,12.5,43.9,2767.0,1404.0,12.8,1363.0,2930.0,1509.0,1421.0,4.5,4.7,89.0,55057.0,4.0,2500.0,7.0,4500.0,11.0,82.0,50800.0,18.0,11300.0,7200.0,7200.0,7003.0,32200.0,43.0,14000.0,2.0,7.0,2300.0,18.0,5700.0,20.0,6300.0,37.0,61300.0,62.0,33300.0,70.0,17700.0,55.0,15600.0,1300.0,4.0,700.0,4.0,600.0,4.0,5400.0,2900.0,2500.0,31900.0,17000.0,14900.0,30700.0,16400.0,14400.0,5100.0,2800.0,2300.0,200.0,6900.0,48100.0,3674.0,1300.0,15300.0,1900.0,1400.0,600.0,6600.0,11800.0,2100.0,22600.0,27100.0,58.0,15.0,5.8,18.0,-1.0,1130.2,13.0,0.0,6.0,3867.0,20.6,17.8,4320000.0,1.55,100.0,100.0,97.9,34.79,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,33529.0,8235.0,25294.0,30.0,9800.0,70.0,22700.0,2667.0,7492.692307692308,58.0,297500.0,78750.0,4.0,2.0,8.0,501.0,26.0,101.0,64.0,37.0,689.0,309.0,380.0,11.0,1.0,445.0,1200.0,71.0,4436.0,2923.0,1513.0,9.0,9.75,7.0,4800.0,55.0,17700.0,27.0,8600.0,460.81,28598.0,0.48,3.0,20267.0,9130.0,273.0,39.0,11.5
