,NAME,LAT,LONG,CR1003I,CR1003V,CR1005V,CR1007V,CR1008V,CR1010V,CR1015V,CR2001V,CR2009V,CR2010I,CR2011I,DE1001V,DE1002V,DE1003I,DE1003V,DE1025I,DE1025V,DE1026V,DE1027V,DE1028I,DE1028V,DE1029V,DE1030V,DE1040I,DE1040V,DE1041V,DE1042V,DE1046I,DE1046V,DE1047V,DE1048V,DE1049I,DE1049V,DE1050V,DE1051V,DE1055I,DE1055V,DE1056V,DE1057I,DE1057V,DE1058I,DE1058V,DE1059I,DE1059V,DE1060I,DE1060V,DE1061I,DE1061V,DE1062V,DE1063V,DE1064I,DE1064V,DE1065V,DE1066V,DE1073I,DE1073V,DE1074V,DE1075V,DE1076I,DE1076V,DE1077V,DE1078V,DE1079V,DE1084I,DE1085I,DE2001I,DE2001V,DE2002I,DE2002V,DE2003I,DE2003V,DE2007I,DE2008I,DE2008V,DE2009I,DE2009V,DE2010V,DE2011V,DE2012V,DE3001V,DE3002I,DE3002V,DE3004I,DE3005I,DE3005V,DE3008I,DE3008V,DE3011I,DE3011V,DE3016I,DE3017V,EC1001I,EC1001V,EC1002I,EC1002V,EC1003I,EC1003V,EC1010V,EC1011I,EC1011V,EC1012I,EC1012V,EC1020I,EC1145V,EC1146V,EC1147V,EC1174V,EC1175V,EC1176V,EC1177V,EC1178V,EC1179V,EC1180V,EC1181V,EC1182V,EC2008V,EC2009V,EC2020V,EC2021V,EC2022V,EC2032V,EC2033V,EC2034V,EC2035V,EC2036V,EC2037V,EC2038V,EC3039V,EC3040V,EC3064V,EC3065V,EN1002V,EN1003V,EN1004V,EN1005V,EN2002V,EN2003V,EN2005V,EN2025V,EN2026V,EN2027V,EN3003V,EN3010V,EN3011V,EN3012V,EN3013V,EN4008V,EN5200V,EN5201V,EN5202V,EN5203V,EN5204V,EN5205V,EN5206V,EN5207V,SA1001V,SA1004V,SA1005V,SA1007I,SA1007V,SA1008I,SA1008V,SA1012V,SA1025V,SA1029V,SA1050V,SA1051V,SA2004I,SA2004V,SA2007I,SA2007V,SA2013V,SA2016V,SA2017V,SA2018V,SA2019V,SA2020V,SA2021V,SA2029I,SA3005V,TE1001I,TE1001V,TE1026I,TE1026V,TE1027V,TE1028V,TE1039V,TE1040V,TE1041V,TE2025V,TE2028I,TE2028V,TE2031I,TE2031V,TT1057I,TT1057V,TT1060I,TT1060V,TT1064V,TT1065V,TT1079V,TT1080V,TT1081V
62,Krefeld,6.585484,51.337869,10.0,2353.0,1809484.5,72303.0,2.0,22.0,6.0,204205.0,1531.0,7.0,1.0,235076.0,114304.0,105.7,120772.0,12.3,28926.0,14073.0,14853.0,11.8,27641.0,12954.0,14687.0,4.0,9450.0,4823.0,4627.0,5.3,12439.0,6369.0,6070.0,5.8,13700.0,6944.0,6756.0,9.7,22752.0,8523.0,166.9,14229.0,66.4,25347.0,30.7,12621.0,35.7,12726.0,-0.1,33863.0,16907.0,16956.0,16.8,39478.0,20088.0,19390.0,10.8,44.8,10101.0,5176.0,14.4,4925.0,11379.0,5826.0,5553.0,4.3,4.8,87.0,204710.0,3.849462365591398,11690.322580645161,8.0,18300.0,13.0,80.0,188500.0,20.0,46500.0,16800.0,29700.0,30366.0,116900.0,42.0,49300.0,2.0,5.0,5800.0,15.0,17500.0,22.0,25200.0,23.0,234000.0,53.0,108500.0,61.0,59600.0,46.0,48900.0,9400.0,10.0,5700.0,8.0,3700.0,9.0,16900.0,9500.0,7300.0,105500.0,58000.0,47500.0,96600.0,52600.0,44100.0,15500.0,8700.0,6800.0,1000.0,25200.0,109900.0,10476.0,4800.0,26100.0,2300.0,2400.0,1300.0,15700.0,24900.0,6100.0,22300.0,27600.0,59.0,19.0,4.92,17.9,3.2,705.0,13.0,0.016666666666666666,25.0,2725.0,24.192333333333337,26.1,12230000.0,1.88,100.0,100.0,99.0,122.92,3.62,22.11,11.92,7.32,0.9,8.12,35.52,10.49,119314.0,37342.0,81972.0,34.0,40100.0,67.0,78400.0,6675.0,7492.692307692308,85.0,270000.0,77000.0,4.0,7.0,7.0,1715.0,107.0,440.0,266.0,174.0,2581.0,1216.0,1365.0,11.0,10.0,423.0,4000.0,23.0,5413.0,3882.0,1531.0,9.0,9.75,7.0,26500.0,54.0,68600.0,26.0,32900.0,410.62,96526.0,0.17,4.0,42969.0,32443.0,221.12345679012347,61.1,10.9
63,Oberhausen,6.862345,51.498071,16.0,3353.0,1809484.5,108090.0,2.0,21.0,4.0,442501.0,2370.0,11.0,2.0,212945.0,103572.0,105.6,109373.0,13.2,28071.0,13784.0,14287.0,11.2,23748.0,11027.0,12721.0,3.9,8336.0,4269.0,4067.0,5.5,11793.0,6172.0,5621.0,5.9,12529.0,6394.0,6135.0,9.7,20609.0,7561.0,172.6,13048.0,65.0,24351.0,30.6,12063.0,34.4,12288.0,-0.5,29152.0,14871.0,14281.0,16.4,34954.0,17488.0,17466.0,11.4,44.8,8885.0,4499.0,13.7,4386.0,10517.0,5444.0,5073.0,4.2,4.9,87.0,185106.0,3.0,6400.0,10.0,21400.0,13.0,86.0,182700.0,14.0,30300.0,7400.0,22900.0,27839.0,103800.0,39.0,40900.0,2.0,5.0,5700.0,15.0,15500.0,22.0,22700.0,25.0,210600.0,55.0,102500.0,64.0,57300.0,47.0,45300.0,9700.0,10.0,5800.0,9.0,3900.0,9.0,17000.0,9900.0,7100.0,100000.0,55800.0,44200.0,90800.0,50300.0,40500.0,15700.0,9100.0,6600.0,100.0,13300.0,86800.0,7601.0,7600.0,22200.0,1900.0,1500.0,1400.0,15900.0,18000.0,5000.0,21800.0,25800.0,62.0,20.0,4.9,18.2,3.2,672.1,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,14965700.0,1.62,100.0,100.0,99.7,101.39,11.59,23.95,15.28,10.34,1.57,11.76,11.46,14.05,108823.0,29566.0,79257.0,27.0,28400.0,71.0,73900.0,10409.0,5312.0,334.8,280000.0,112000.0,4.0,6.0,7.0,1563.0,102.0,438.0,265.0,173.0,2529.0,1230.0,1299.0,12.0,5.0,384.0,3200.0,83.6236559139785,20684.2688172043,10840.425531914894,9925.606382978724,9.0,9.75,7.0,25200.0,62.0,71700.0,14.0,16500.0,436.99,93054.0,0.0,0.0,33008.0,39861.0,170.0,61.1,10.6
64,Lübeck,10.68237,53.870029,9.0,1992.0,1809484.5,360201.0,3.0,5.0,6.0,1257407.0,8093.0,38.0,6.0,210232.0,100054.0,110.1,110178.0,11.8,24737.0,11782.0,12955.0,12.4,26164.0,11886.0,14278.0,4.2,8863.0,4457.0,4406.0,4.9,10390.0,5218.0,5172.0,6.7,14086.0,6842.0,7244.0,10.5,22142.0,7786.0,184.4,14356.0,68.5,26182.0,29.8,13086.0,38.7,13096.0,0.2,28777.0,14624.0,14153.0,14.7,30972.0,15287.0,15685.0,12.5,44.2,8560.0,4321.0,13.7,4239.0,9359.0,4765.0,4594.0,4.1,4.5,93.0,195636.0,2.0,4500.0,5.0,10100.0,7.0,84.0,175900.0,16.0,34300.0,10800.0,23500.0,14596.0,113000.0,47.0,53100.0,2.0,6.0,6300.0,15.0,16900.0,18.0,20700.0,30.0,208300.0,57.0,104300.0,65.0,56100.0,50.0,48100.0,9800.0,11.0,6100.0,7.0,3600.0,9.0,15000.0,8100.0,6900.0,100800.0,54300.0,46500.0,91700.0,48600.0,43000.0,13800.0,7400.0,6400.0,400.0,16000.0,117200.0,8924.0,5700.0,28600.0,2000.0,2300.0,1700.0,21600.0,33600.0,5400.0,19700.0,25200.0,59.0,23.0,4.5,17.1,0.7,674.6,12.0,0.0,19.0,3310.0,14.0,22.4,11264700.0,1.84,100.0,100.0,98.0,97.28,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,114850.0,36002.0,78848.0,32.0,35900.0,66.0,74300.0,11062.385714285714,7492.692307692308,334.8,240000.0,87500.0,7.0,11.0,8.0,1677.0,108.0,417.0,253.0,164.0,2697.0,1260.0,1437.0,13.0,1.0,440.0,3900.0,42.0,8808.0,5436.0,3372.0,9.0,9.75,7.0,17300.0,57.0,62800.0,29.0,31600.0,376.93,79243.0,0.29,6.0,38590.0,19012.0,220.0,51.5,10.6
65,Hagen,7.487553,51.371236,11.0,2153.0,1809484.5,243751.0,1.0,10.0,4.0,253601.0,1457.0,8.0,1.0,188529.0,90871.0,107.5,97658.0,12.3,23195.0,11314.0,11881.0,12.1,22894.0,10498.0,12396.0,4.0,7534.0,3855.0,3679.0,5.7,10801.0,5435.0,5366.0,6.1,11431.0,5804.0,5627.0,10.5,19766.0,7154.0,176.3,12612.0,72.4,20708.0,33.4,10473.0,39.0,10235.0,-0.8,24899.0,12513.0,12386.0,15.5,29142.0,14566.0,14576.0,11.0,44.7,8530.0,4431.0,13.2,4099.0,9629.0,4828.0,4801.0,4.5,5.1,87.0,164332.0,5.0,10200.0,7.0,14000.0,13.0,76.0,144200.0,24.0,44400.0,13400.0,30000.0,24197.0,91100.0,39.0,35900.0,2.0,4.0,4000.0,15.0,13300.0,20.0,18600.0,22.0,186400.0,56.0,91200.0,66.0,51300.0,47.0,39900.0,7700.0,9.0,4700.0,7.0,2900.0,8.0,14800.0,8600.0,6200.0,88800.0,49900.0,38900.0,81500.0,45400.0,36100.0,13700.0,7900.0,5800.0,200.0,17700.0,92500.0,7425.0,3800.0,24200.0,1400.0,1700.0,1000.0,11600.0,25600.0,5300.0,21700.0,25800.0,62.0,21.0,4.9,17.3,2.3,962.0,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,10643000.0,1.88,100.0,100.0,99.0,88.09,2.15,13.72,9.54,6.38,1.19,4.06,18.58,44.37,101808.0,22320.0,79488.0,22.0,20100.0,79.0,72100.0,7400.0,7492.692307692308,60.0,280000.0,84000.0,9.0,13.0,8.0,1431.0,102.0,383.0,250.0,133.0,2397.0,1151.0,1246.0,13.0,5.0,425.0,3200.0,18.0,3352.0,2397.0,955.0,9.0,9.75,7.0,22300.0,54.0,52600.0,20.0,19500.0,430.05,81077.0,0.11,2.0,29823.0,23468.0,201.0,61.1,10.2
66,Kassel,9.47572,51.309934,29.0,5690.0,836323.0,267828.0,1.0,14.0,5.0,772366.0,5845.0,30.0,4.0,195530.0,93909.0,108.2,101621.0,11.8,23139.0,11305.0,11834.0,10.5,20560.0,9407.0,11153.0,4.2,8194.0,4225.0,3969.0,4.7,9279.0,4559.0,4720.0,7.9,15419.0,7201.0,8218.0,9.7,19052.0,6565.0,190.2,12487.0,60.1,27822.0,27.6,14278.0,32.4,13544.0,0.4,25850.0,13127.0,12723.0,15.3,29932.0,14900.0,15032.0,14.2,42.8,7873.0,4047.0,13.2,3826.0,8410.0,4295.0,4115.0,4.0,4.3,89.0,173167.0,3.0,5500.0,9.0,16900.0,11.0,76.0,148100.0,24.0,47400.0,13300.0,33600.0,22363.0,105700.0,50.0,52800.0,2.0,5.0,5000.0,12.0,12800.0,18.0,18600.0,27.0,193200.0,56.0,95800.0,63.0,51200.0,50.0,44500.0,7700.0,8.0,4300.0,8.0,3500.0,8.0,13800.0,7200.0,6600.0,93200.0,49900.0,43400.0,86000.0,45900.0,40200.0,12600.0,6500.0,6100.0,200.0,17000.0,136900.0,9274.0,5000.0,33500.0,3700.0,3900.0,1800.0,20600.0,42700.0,8500.0,20800.0,26000.0,56.0,22.0,4.8,17.8,1.3,563.8,25.0,0.0,24.0,4156.0,23.5,23.1,9836000.0,2.14,100.0,100.0,100.0,90.71,3.29,25.04,12.56,6.83,0.45,13.35,13.48,25.01,103629.0,24304.0,79325.0,21.0,21700.0,80.0,84300.0,6436.0,1900.0,433.0,210000.0,66500.0,3.0,5.0,9.0,1779.0,87.0,360.0,253.0,107.0,2072.0,976.0,1096.0,11.0,11.0,439.0,3600.0,133.0,25908.0,13102.0,12806.0,9.0,9.75,7.0,18300.0,52.0,55300.0,35.0,37300.0,353.84,69187.0,0.2,4.0,59002.0,20786.0,250.0,64.5,9.2
67,Hamm,7.821892,51.674274,10.0,1796.0,1809484.5,29837.0,0.0,15.0,6.835164835164835,130163.0,1048.0,6.0,1.0,181783.0,90438.0,101.0,91345.0,12.2,22245.0,10909.0,11336.0,10.5,19049.0,9027.0,10022.0,4.2,7687.0,3978.0,3709.0,5.9,10782.0,5601.0,5181.0,6.1,11041.0,5750.0,5291.0,9.1,16613.0,6253.0,165.7,10360.0,66.8,21340.0,34.1,11145.0,32.7,10195.0,0.0,26287.0,13857.0,12430.0,15.5,28090.0,14369.0,13721.0,11.7,42.8,8390.0,4279.0,14.5,4111.0,10259.0,5270.0,4989.0,4.6,5.6,86.0,156209.0,3.0,5300.0,11.0,20300.0,14.0,79.0,143500.0,21.0,38300.0,9400.0,28900.0,25574.0,81000.0,34.0,27600.0,2.0,5.0,4200.0,14.0,11500.0,27.0,21800.0,19.0,181000.0,54.0,83700.0,60.0,46500.0,47.0,37200.0,6800.0,8.0,3900.0,8.0,2900.0,8.0,13400.0,7400.0,6000.0,81400.0,45200.0,36200.0,74900.0,41500.0,33400.0,12200.0,6700.0,5500.0,300.0,11600.0,73400.0,5989.0,4400.0,20300.0,900.0,2000.0,700.0,8500.0,20400.0,4200.0,20700.0,25100.0,60.0,24.0,4.9,17.7,2.9,586.7,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,11825000.0,1.43,100.0,100.0,97.0,70.77,1.59,14.62,7.53,5.95,0.88,2.86,56.47,10.09,85093.0,36103.0,48990.0,52.0,41800.0,49.0,40000.0,11062.385714285714,7492.692307692308,334.8,250000.0,70000.0,3.0,4.0,8.0,1403.0,70.0,344.0,223.0,121.0,1982.0,977.0,1005.0,11.0,8.0,416.0,3200.0,6.0,1017.0,757.0,260.0,9.0,9.75,7.0,22600.0,61.0,60100.0,12.0,11500.0,436.31,79313.0,0.28,5.0,18564.0,22431.0,221.12345679012347,55.0,10.7
68,Herne,7.20971,51.540584,5.0,899.0,1809484.5,109250.0,1.0,8.0,0.0,80499.0,651.0,4.0,0.0,164762.0,80993.0,103.4,83769.0,12.9,21205.0,10606.0,10599.0,11.1,18345.0,8586.0,9759.0,3.7,6148.0,3166.0,2982.0,5.2,8542.0,4270.0,4272.0,5.8,9603.0,4954.0,4649.0,10.5,17254.0,6158.0,180.2,11096.0,65.3,18255.0,29.6,9300.0,35.7,8955.0,-0.5,23846.0,12495.0,11351.0,16.2,26771.0,13904.0,12867.0,11.1,44.9,6809.0,3509.0,14.5,3300.0,7984.0,4045.0,3939.0,4.1,4.8,85.0,139786.0,3.0,5000.0,12.0,20000.0,15.0,81.0,133000.0,19.0,31800.0,11800.0,20000.0,24976.0,83000.0,41.0,34000.0,2.0,4.0,3200.0,17.0,13800.0,18.0,14800.0,22.0,163600.0,51.0,72700.0,58.0,41100.0,43.0,31600.0,7600.0,11.0,4600.0,9.0,2900.0,10.0,11200.0,6400.0,4800.0,71000.0,40200.0,30900.0,63900.0,35800.0,28100.0,10300.0,5800.0,4400.0,100.0,10500.0,59600.0,4843.0,5200.0,13300.0,1200.0,900.0,1200.0,8400.0,16000.0,2800.0,20200.0,23900.0,62.0,23.0,4.9,17.7,3.0,774.0,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,11019000.0,1.56,100.0,100.0,100.0,79.49,6.39,30.55,16.73,14.24,1.57,17.41,10.02,3.09,83392.0,17033.0,66359.0,19.0,15600.0,82.0,67700.0,11062.385714285714,7492.692307692308,334.8,320000.0,105000.0,9.0,11.0,7.0,1200.0,87.0,341.0,217.0,124.0,2063.0,1007.0,1056.0,13.0,7.0,423.0,2600.0,83.6236559139785,20684.2688172043,10840.425531914894,9925.606382978724,9.0,9.75,7.0,21900.0,61.0,55200.0,14.0,12500.0,401.01,66072.0,0.3,5.0,26029.0,28840.0,221.12345679012347,61.1,9.75
69,Solingen,7.070708,51.176385,10.0,1623.0,1809484.5,217494.0,0.0,6.0,5.0,112166.0,1044.0,7.0,1.0,159927.0,77412.0,106.6,82515.0,11.6,18503.0,9024.0,9479.0,11.7,18711.0,8629.0,10082.0,4.1,6612.0,3361.0,3251.0,5.6,9001.0,4640.0,4361.0,5.7,9101.0,4596.0,4505.0,10.1,16074.0,5970.0,169.2,10104.0,69.7,17123.0,32.8,8450.0,36.9,8673.0,-0.7,22650.0,11314.0,11336.0,16.8,26849.0,13512.0,13337.0,10.7,44.6,7132.0,3652.0,14.2,3480.0,8171.0,4264.0,3907.0,4.5,5.1,87.0,139695.0,6.0,9100.0,7.0,11100.0,13.0,80.0,127600.0,20.0,32300.0,14600.0,17200.0,20232.0,75600.0,38.0,28800.0,2.0,5.0,3500.0,14.0,10500.0,23.0,17200.0,20.0,158300.0,56.0,77900.0,63.0,41900.0,50.0,35900.0,5000.0,7.0,3100.0,6.0,2000.0,6.0,12000.0,6600.0,5500.0,75600.0,40700.0,35000.0,70900.0,37800.0,33100.0,11200.0,6100.0,5100.0,100.0,17900.0,62800.0,7906.0,2800.0,14400.0,800.0,1300.0,700.0,6500.0,15600.0,2700.0,23700.0,29300.0,58.0,18.0,4.9,17.3,2.6,1084.7,16.0,0.0,12.0,3168.0,24.6,19.9,8225000.0,2.68,100.0,100.0,98.2,71.54,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,81116.0,26963.0,54153.0,41.0,30900.0,59.0,44500.0,11062.385714285714,7492.692307692308,334.8,295000.0,91000.0,0.0,0.0,7.0,1190.0,58.0,262.0,159.0,103.0,1858.0,840.0,1018.0,12.0,3.0,423.0,2800.0,83.6236559139785,20684.2688172043,10840.425531914894,9925.606382978724,9.0,9.75,7.0,18300.0,59.0,49900.0,19.0,16300.0,455.05,72774.0,0.13,2.0,15344.0,22838.0,69.0,61.1,10.2
70,Osnabrück,8.047347,52.274158,31.0,5011.0,770197.0,421174.0,1.0,12.0,3.0,308184.0,2434.0,15.0,2.0,164119.0,78654.0,108.7,85465.0,11.1,18260.0,8859.0,9401.0,10.2,16689.0,7525.0,9164.0,4.1,6677.0,3363.0,3314.0,4.5,7457.0,3715.0,3742.0,8.0,13048.0,5971.0,7077.0,9.4,15426.0,5441.0,183.5,9985.0,56.8,25003.0,26.1,12473.0,30.7,12530.0,0.4,23664.0,12098.0,11566.0,15.0,24678.0,12421.0,12257.0,15.2,41.9,6308.0,3199.0,14.4,3109.0,6909.0,3589.0,3320.0,3.8,4.2,92.0,150905.0,2.0,3200.0,6.0,10000.0,8.0,82.0,135300.0,18.0,28800.0,6800.0,22000.0,13214.0,86200.0,49.0,42400.0,2.0,5.0,4000.0,14.0,11700.0,19.0,16000.0,25.0,160400.0,56.0,81000.0,62.0,42200.0,51.0,38700.0,5500.0,7.0,3000.0,6.0,2500.0,7.0,11500.0,6000.0,5500.0,78600.0,40900.0,37700.0,73500.0,38100.0,35400.0,10600.0,5400.0,5200.0,200.0,14800.0,115100.0,7539.0,4700.0,30500.0,2100.0,2600.0,700.0,21600.0,31000.0,6900.0,21500.0,25400.0,56.0,23.0,4.74,17.8,2.4,551.0,23.0,0.0,12.0,3279.0,19.1,19.3,9488700.0,1.53,100.0,100.0,99.6,83.64,2.3,18.51,14.28,6.74,1.65,4.82,30.38,21.32,84484.0,26728.0,57756.0,33.0,28100.0,67.0,57900.0,11062.385714285714,7492.692307692308,334.8,240000.0,77000.0,4.0,6.0,9.0,1424.0,72.0,261.0,167.0,94.0,1585.0,731.0,854.0,10.0,9.0,434.0,2900.0,121.0,19881.0,9820.0,10061.0,9.0,9.75,7.0,12500.0,51.0,47100.0,32.0,29000.0,384.42,63090.0,0.43,7.0,49897.0,19378.0,221.12345679012347,47.8,10.1
71,Ludwigshafen am Rhein,8.426544,49.475368,12.0,2027.0,1809484.5,39026.0,2.0,11.0,6.835164835164835,233180.0,1833.0,11.0,1.0,164351.0,81983.0,100.5,82368.0,11.6,19129.0,9494.0,9635.0,10.7,17640.0,8411.0,9229.0,4.7,7678.0,3898.0,3780.0,5.1,8446.0,4328.0,4118.0,6.4,10447.0,5255.0,5192.0,9.3,15224.0,6014.0,153.1,9210.0,64.0,20651.0,31.2,10363.0,32.8,10288.0,0.6,23783.0,12584.0,11199.0,16.0,26226.0,13873.0,12353.0,12.6,43.1,7315.0,3838.0,14.5,3477.0,7812.0,3925.0,3887.0,4.5,4.8,78.0,128320.0,7.0,11100.0,15.0,25000.0,22.0,75.0,123800.0,25.0,40600.0,12700.0,27900.0,36031.0,81400.0,43.0,34800.0,2.0,4.0,3600.0,14.0,11100.0,20.0,15900.0,23.0,163400.0,56.0,78900.0,64.0,44800.0,48.0,34100.0,6900.0,8.0,3700.0,9.0,3200.0,9.0,11600.0,6900.0,4700.0,76400.0,43500.0,32900.0,70100.0,40100.0,30000.0,10800.0,6500.0,4300.0,600.0,44000.0,113100.0,6143.0,5000.0,16200.0,4100.0,2000.0,1200.0,14500.0,21400.0,4100.0,23300.0,26400.0,57.0,22.0,5.2,19.8,2.6,574.1,12.0,0.0,24.0,3432.0,27.1,22.4,10779700.0,1.88,100.0,100.0,99.8,83.07,7.91,14.41,12.49,18.18,1.79,7.13,34.07,4.02,82865.0,22820.0,60045.0,24.0,19400.0,77.0,62400.0,11062.385714285714,7492.692307692308,334.8,295000.0,87500.0,6.0,10.0,10.0,1618.0,75.0,310.0,202.0,108.0,1666.0,821.0,845.0,10.0,5.0,443.0,3400.0,26.0,4283.0,2039.0,2244.0,9.0,9.75,7.0,25600.0,54.0,48100.0,20.0,17900.0,388.38,63830.0,0.24,4.0,62968.0,26170.0,221.12345679012347,58.5,11.7
72,Leverkusen,7.029976,51.048254,15.0,2381.0,1809484.5,29425.0,0.0,19.0,4.0,222477.0,1433.0,9.0,1.0,160772.0,77817.0,106.6,82955.0,11.5,18546.0,8821.0,9725.0,12.3,19716.0,9082.0,10634.0,4.3,6981.0,3590.0,3391.0,5.2,8307.0,4230.0,4077.0,5.6,9044.0,4526.0,4518.0,10.1,16301.0,6413.0,154.2,9888.0,70.5,18058.0,32.3,8959.0,38.2,9099.0,0.1,22833.0,11437.0,11396.0,16.1,25807.0,12976.0,12831.0,11.2,44.5,7319.0,3773.0,14.2,3546.0,7860.0,4010.0,3850.0,4.6,4.9,89.0,143757.0,4.0,6000.0,7.0,11000.0,11.0,75.0,121100.0,25.0,39600.0,11200.0,28400.0,17015.0,77100.0,40.0,30500.0,2.0,5.0,3800.0,15.0,11300.0,22.0,17100.0,22.0,159800.0,57.0,78400.0,65.0,42900.0,49.0,35400.0,4900.0,7.0,3000.0,6.0,2000.0,6.0,11400.0,6400.0,4900.0,76400.0,41900.0,34500.0,71800.0,39100.0,32700.0,10600.0,5900.0,4600.0,100.0,18500.0,77500.0,5899.0,3600.0,17900.0,4500.0,1500.0,900.0,10800.0,15800.0,3900.0,22400.0,26600.0,60.0,20.0,5.14,18.8,3.7,749.9,11.0,0.0,11.0,2135.0,29.5,20.9,8420700.0,1.7,100.0,100.0,99.6,83.04,7.67,23.32,8.65,10.6,1.66,8.28,26.7,13.11,80403.0,24720.0,55683.0,33.0,25300.0,68.0,52500.0,5160.0,1403.0,14.0,320000.0,98000.0,6.0,8.0,8.0,1339.0,56.0,249.0,156.0,93.0,1632.0,776.0,856.0,10.0,0.0,415.0,2900.0,2.0,319.0,158.0,161.0,9.0,9.75,7.0,22200.0,58.0,49100.0,18.0,15500.0,441.07,70912.0,0.31,5.0,32948.0,27974.0,221.12345679012347,57.4,10.9
73,Oldenburg (Oldenburg),8.210671,53.15846,15.0,2483.0,1809484.5,144575.0,1.0,15.0,6.0,289930.0,2234.0,14.0,2.0,162173.0,78325.0,107.1,83848.0,11.5,18713.0,9132.0,9581.0,10.1,16353.0,7643.0,8710.0,4.1,6709.0,3446.0,3263.0,5.1,8284.0,4056.0,4228.0,7.2,11717.0,5565.0,6152.0,8.1,13211.0,4721.0,179.8,8490.0,57.0,23316.0,28.3,11918.0,28.6,11398.0,0.5,23888.0,12047.0,11841.0,15.8,25685.0,12543.0,13142.0,14.4,42.0,6773.0,3456.0,14.7,3317.0,7524.0,3798.0,3726.0,4.2,4.6,93.0,150220.0,2.0,3200.0,5.0,8800.0,7.0,87.0,141600.0,13.0,20500.0,7300.0,17000.0,11988.0,92700.0,52.0,48300.0,2.0,4.0,3800.0,13.0,12000.0,14.0,13000.0,29.0,159900.0,59.0,83700.0,64.0,43100.0,55.0,40600.0,5900.0,8.0,3400.0,6.0,2500.0,7.0,11600.0,5900.0,5700.0,81500.0,41900.0,39600.0,76100.0,38800.0,37200.0,10700.0,5400.0,5300.0,300.0,6900.0,103400.0,7658.0,4000.0,25900.0,4200.0,5000.0,800.0,17600.0,32100.0,6600.0,21200.0,26000.0,55.0,17.0,4.3,17.1,2.3,803.2,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,8581300.0,1.42,100.0,100.0,99.5,78.48,3.13,32.23,11.28,7.2,0.57,6.35,29.57,9.67,85582.0,40374.0,45208.0,43.0,39500.0,58.0,53500.0,3500.0,7492.692307692308,21.0,220000.0,94500.0,7.0,10.0,9.0,1383.0,60.0,269.0,169.0,100.0,1633.0,730.0,903.0,10.0,3.0,492.0,3300.0,79.0,12749.0,6079.0,6670.0,9.0,9.75,7.0,11600.0,52.0,47900.0,34.0,30700.0,419.64,68055.0,0.31,5.0,37558.0,18361.0,159.0,44.8,11.0
74,Neuss,6.692426,51.197317,13.0,1977.0,1809484.5,230631.0,1.0,17.0,3.0,395481.0,3012.0,20.0,3.0,151388.0,73271.0,106.6,78117.0,12.3,18554.0,8861.0,9693.0,11.2,16953.0,7928.0,9025.0,4.7,7119.0,3576.0,3543.0,5.3,7975.0,3976.0,3999.0,5.7,8681.0,4276.0,4405.0,8.6,12972.0,4919.0,163.7,8053.0,66.2,17807.0,33.4,8774.0,32.9,9033.0,0.1,22173.0,11227.0,10946.0,15.8,23859.0,11860.0,11999.0,11.8,43.3,7408.0,3867.0,14.6,3541.0,7887.0,4007.0,3880.0,4.9,5.2,87.0,132416.0,4.0,6500.0,8.0,12500.0,13.0,80.0,120600.0,20.0,30900.0,11700.0,19200.0,18972.0,72900.0,38.0,27900.0,2.0,5.0,3300.0,15.0,10700.0,21.0,15300.0,22.0,150200.0,59.0,76300.0,67.0,41500.0,52.0,34800.0,5200.0,8.0,3200.0,6.0,2000.0,7.0,12100.0,6700.0,5400.0,74400.0,40400.0,33900.0,69500.0,37400.0,32100.0,11400.0,6200.0,5100.0,400.0,15300.0,79800.0,14231.81111111111,2700.0,26600.0,1700.0,2800.0,900.0,9600.0,16100.0,3600.0,24800.0,30400.0,59.0,16.0,4.9,18.1,3.1,709.7,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,17571832.222222224,1.69,100.0,100.0,99.14888888888889,129.90352272727273,7.2,13.66,14.28,7.35,0.29,8.46,42.67,6.09,73793.0,26329.0,47464.0,34.0,24800.0,68.0,49500.0,7306.0,7492.692307692308,100.0,420000.0,105000.0,5.0,7.0,9.0,1347.0,57.0,267.0,194.0,73.0,1459.0,746.0,713.0,10.0,2.0,379.0,2700.0,6.0,984.0,536.0,448.0,9.0,9.75,7.0,16900.0,56.0,46500.0,22.0,18000.0,437.95,66300.0,0.13,2.0,39841.0,30685.0,170.0,61.1,10.1
