indic_ur,cities\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TE1001I,DE071C1	: 	: 	: 	: 	: 	: 	: 	: 	791 e	745 e	704 e	621 e	630 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE075C1	: 	: 	: 	: 	: 	395 e	427 e	382 e	423 e	387 e	375 e	375 e	369 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE077C1	411 e	474 e	466 e	494 	519 	517 e	457 e	452 e	510 e	457 e	459 e	454 e	409 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE078C1	: 	: 	: 	: 	: 	: 	: 	: 	832 e	800 e	803 e	645 e	620 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE080C1	579 e	526 e	493 e	546 	556 	542 e	549 e	546 e	511 e	469 e	473 e	464 e	453 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE081C1	552 e	525 e	522 e	543 	567 	577 e	593 e	549 e	542 e	534 e	538 e	481 e	470 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE082C1	676 e	634 e	622 e	682 	695 	695 e	685 e	672 e	677 e	656 e	665 e	668 e	624 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE501C1	383 e	392 e	339 e	415 	433 	410 e	410 e	410 e	392 e	384 e	376 e	367 e	354 e	348 e	334 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE502C1	477 e	474 e	434 e	486 	493 	491 e	483 e	470 e	446 e	441 e	433 e	420 e	417 e	404 e	390 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE503C1	399 e	413 e	410 e	442 	475 	454 e	446 e	440 e	416 e	406 e	394 e	388 e	358 e	352 e	332 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE504C1	552 e	542 e	461 e	546 	548 	530 e	499 e	496 e	477 e	483 e	471 e	449 e	416 e	389 e	361 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE505C1	601 e	599 e	564 e	594 	621 	613 e	613 e	629 e	597 e	605 e	580 e	568 e	553 e	551 e	550 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE506C1	554 e	552 e	470 e	544 	546 	550 e	513 e	500 e	468 e	459 e	424 e	398 e	392 e	298 e	274 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE507C1	540 e	536 e	475 e	525 	530 	527 e	519 e	515 e	480 e	451 e	451 e	437 e	402 e	405 e	389 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE508C1	467 e	474 e	422 e	480 	502 	494 e	466 e	456 e	423 e	409 e	380 e	369 e	356 e	359 e	337 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE509C1	428 e	418 e	357 e	435 	437 	442 e	432 e	414 e	384 e	385 e	376 e	358 e	342 e	327 e	308 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE510C1	538 e	544 e	442 e	542 	532 	519 e	514 e	496 e	440 e	397 e	351 e	351 e	342 e	352 e	330 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE511C1	426 e	433 e	414 e	432 	456 	469 e	437 e	455 e	425 e	421 e	415 e	389 e	366 e	376 e	352 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE513C1	485 e	488 e	454 e	504 	515 	516 e	485 e	473 e	439 e	427 e	406 e	405 e	395 e	368 e	346 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE514C1	478 e	465 e	415 e	455 	472 	448 e	446 e	447 e	416 e	411 e	384 e	354 e	337 e	324 e	298 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE515C1	443 e	440 e	409 e	444 	467 	469 e	471 e	462 e	423 e	407 e	382 e	373 e	361 e	302 e	275 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE516C1	489 e	490 e	425 e	485 	511 	495 e	467 e	466 e	423 e	388 e	379 e	374 e	351 e	346 e	326 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE517C1	513 e	519 e	470 e	531 	538 	544 e	518 e	497 e	434 e	423 e	403 e	379 e	365 e	347 e	322 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE518C1	418 e	462 e	445 e	480 	480 	464 e	455 e	463 e	443 e	437 e	434 e	408 e	401 e	376 e	375 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE519C1	487 e	482 e	428 e	474 	498 	487 e	442 e	446 e	415 e	421 e	396 e	374 e	378 e	345 e	343 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE520C1	565 e	563 e	518 e	553 	559 	543 e	534 e	517 e	492 e	481 e	438 e	409 e	388 e	382 e	370 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE521C1	: 	: 	: 	: 	: 	394 e	396 e	361 e	379 e	363 e	348 e	361 e	356 e	355 e	349 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE522C1	609 e	592 e	533 e	612 	607 	586 e	580 e	557 e	567 e	560 e	554 e	535 e	508 e	475 e	448 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE523C1	: 	: 	: 	: 	: 	475 e	435 e	424 e	409 e	393 e	377 e	344 e	341 e	333 e	324 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE524C1	536 e	535 e	489 e	532 	536 	524 e	516 e	516 e	486 e	495 e	449 e	451 e	433 e	426 e	419 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE525C1	: 	: 	: 	: 	: 	455 e	454 e	415 e	440 e	440 e	406 e	418 e	365 e	335 e	324 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE526C1	538 e	555 e	484 e	530 	540 	530 e	557 e	559 e	499 e	469 e	460 e	463 e	440 e	411 e	400 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE527C1	392 e	399 e	389 e	400 	431 	440 e	418 e	415 e	380 e	358 e	336 e	334 e	311 e	327 e	318 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE528C1	445 e	460 e	415 e	460 	488 	459 e	459 e	455 e	434 e	431 e	422 e	410 e	357 e	343 e	331 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE529C1	480 e	484 e	470 e	489 	488 	464 e	453 e	457 e	459 e	449 e	430 e	411 e	391 e	387 e	389 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE530C1	451 e	464 e	404 e	480 	490 	503 e	507 e	463 e	434 e	428 e	414 e	381 e	353 e	362 e	331 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE531C1	442 e	450 e	414 e	473 	476 	479 e	478 e	476 e	431 e	404 e	388 e	369 e	349 e	319 e	320 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE532C1	521 e	528 e	505 e	532 	515 	514 e	498 e	466 e	454 e	464 e	441 e	422 e	409 e	402 e	385 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE533C1	397 e	418 e	400 e	416 	433 	453 e	427 e	430 e	416 e	399 e	401 e	363 e	373 e	357 e	333 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE534C1	466 e	459 e	446 e	465 	475 	479 e	443 e	441 e	426 e	410 e	391 e	388 e	372 e	354 e	332 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE535C1	656 e	626 e	650 e	641 	682 	687 e	708 e	699 e	690 e	699 e	672 e	651 e	645 e	648 e	643 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE536C1	389 e	392 e	375 e	447 	453 	449 e	457 e	462 e	416 e	410 e	381 e	382 e	342 e	309 e	274 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE537C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	437 e	408 e	402 e	403 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE538C1	457 e	451 e	422 e	456 	459 	458 e	443 e	443 e	401 e	421 e	396 e	370 e	371 e	349 e	339 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE539C1	669 e	665 e	592 e	700 	710 	676 e	671 e	688 e	669 e	669 e	679 e	630 e	649 e	624 e	618 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE540C1	: 	: 	: 	: 	: 	460 e	424 e	415 e	415 e	390 e	384 e	378 e	374 e	341 e	314 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE541C1	: 	: 	: 	: 	: 	464 e	493 e	450 e	504 e	499 e	493 e	488 e	442 e	393 e	374 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE542C1	: 	: 	: 	: 	: 	507 e	536 e	500 e	448 e	417 e	429 e	428 e	406 e	356 e	347 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE543C1	: 	: 	: 	: 	: 	446 e	436 e	419 e	421 e	427 e	392 e	393 e	391 e	330 e	340 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE544C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	546 e	557 e	562 e	529 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE545C1	584 e	588 e	539 e	613 	600 	624 e	618 e	613 e	526 e	504 e	463 e	446 e	445 e	424 e	402 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DE546C1	414 e	404 e	371 e	413 	422 	420 e	402 e	400 e	383 e	380 e	367 e	371 e	346 e	360 e	346 e	380 e	: 	: 	421 	: 	: 	: 	: 	354 	: 	: 	: 	273 	: 	: 
TE1001I,DE547C1	684 e	702 e	659 e	693 	684 	694 e	693 e	695 e	641 e	643 e	646 e	634 e	630 e	619 e	640 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	728 b	: 	: 	: 	700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,DK001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	661 b	: 	: 	: 	611 p	: 	: 	: 	595 p	: 	: 	: 	: 	: 	: 
TE1001I,DK002C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	784 b	: 	: 	: 	710 p	: 	: 	: 	655 p	: 	: 	: 	: 	: 	: 
TE1001I,DK003C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	722 b	: 	: 	: 	698 p	: 	: 	: 	632 p	: 	: 	: 	: 	: 	: 
TE1001I,DK004C2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	662 b	: 	: 	: 	681 p	: 	: 	: 	612 p	: 	: 	: 	: 	: 	: 
TE1001I,EE	: 	586 	586 	573 b	571 	566 	551 	534 b	552 	531 	484 	508 	489 	491 	464 	470 e	: 	: 	428 p	431 	409 e	392 e	376 e	357 e	331 e	311 e	291 e	267 e	305 e	: 
TE1001I,EE001C1	596 	591 	585 	578 b	606 	613 	605 	607 b	641 	574 	536 	547 	536 	554 	534 	584 	: 	: 	: 	: 	: 	: 	: 	453 	: 	: 	: 	: 	: 	: 
TE1001I,EE002C1	591 	572 b	580 	510 b	545 	558 	573 	577 b	596 	486 	424 	453 	450 	471 	459 	484 	: 	: 	: 	: 	: 	: 	: 	412 	: 	: 	: 	: 	: 	: 
TE1001I,EE003C1	718 	715 	720 	704 b	687 	688 	665 	670 b	734 	678 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	130 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL001K1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL002C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL003C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL004C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL005C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL006C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL007C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL008C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,EL009C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	233 	: 	: 	: 	: 	98 	: 
TE1001I,ES	: 	624 	613 	: 	: 	599 	594 	586 	576 	546 	: 	: 	: 	: 	: 	486 	: 	467 e	413 	444 e	438 e	391 	383 	365 	354 	340 	319 	298 	270 	: 
TE1001I,ES001C1	: 	629 	652 	641 	: 	607 	620 	612 	606 	572 	: 	794 	722 	: 	: 	575 	: 	: 	466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES001K1	: 	645 	666 	654 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES002C1	: 	640 	643 	644 	: 	621 	648 	647 	605 	611 	: 	855 	872 	: 	: 	611 	: 	: 	609 	648 	: 	: 	: 	704 	: 	: 	: 	: 	423 	: 
TE1001I,ES002K2	: 	619 	612 	612 	: 	597 	605 	605 	574 	566 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES003C1	: 	622 	646 	642 	: 	611 	610 	606 	607 	561 	: 	721 	682 	: 	: 	388 	: 	: 	333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES003K1	: 	646 	654 	641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES004C1	: 	659 	663 	660 	: 	619 	618 	606 	571 	550 	: 	601 	578 	: 	: 	383 	: 	: 	306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES004K1	: 	671 	676 	672 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES005C1	: 	615 	579 	588 	: 	583 	582 	569 	557 	560 	: 	778 	739 	: 	: 	550 	: 	: 	406 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES006C1	: 	691 	708 	690 	: 	652 	651 	647 	633 	592 	: 	599 	584 	: 	: 	396 	: 	: 	317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES007C1	: 	573 	528 	518 	: 	529 	503 	505 	513 	488 	: 	644 	638 	: 	: 	449 	: 	: 	417 	446 	: 	: 	: 	386 	: 	: 	: 	: 	: 	: 
TE1001I,ES008C1	: 	715 	635 	614 	: 	586 	524 	522 	529 	: 	: 	600 	617 	: 	: 	394 	: 	: 	420 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES009C1	: 	696 	646 	645 	: 	631 	610 	601 	570 	564 	: 	733 	727 	: 	: 	469 	: 	: 	449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES010C1	: 	560 	473 	473 	: 	531 	516 	503 	488 	471 	: 	603 	616 	: 	: 	418 	: 	: 	414 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES011C1	: 	749 	768 	801 	: 	728 	780 	626 	577 	620 	: 	662 	710 	: 	: 	486 	: 	: 	481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES012C1	: 	647 	678 	679 	: 	646 	686 	680 	658 	668 	: 	877 	906 	: 	: 	513 	: 	: 	462 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES013C1	: 	548 	483 	486 	: 	469 	435 	429 	389 	394 	: 	539 	550 	: 	: 	410 	: 	: 	343 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES014C1	: 	660 	556 	570 	: 	565 	504 	496 	494 	477 	: 	: 	: 	: 	: 	513 	: 	: 	523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES014K1	: 	643 	574 	569 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES015C1	: 	647 	614 	614 	: 	605 	592 	576 	552 	547 	: 	773 	746 	: 	: 	420 	: 	: 	405 	425 	: 	: 	: 	392 	: 	: 	: 	: 	324 	: 
TE1001I,ES016C1	: 	718 	720 	720 	: 	715 	748 	758 	718 	732 	: 	728 	703 	: 	: 	494 	: 	: 	436 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES017C1	: 	589 	553 	562 	: 	562 	542 	469 	456 	443 	: 	622 	624 	: 	: 	422 	: 	: 	401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES018C1	: 	690 	688 	678 	: 	627 	631 	571 	517 	473 	: 	634 	613 	: 	: 	422 	: 	: 	397 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES019C1	: 	632 	644 	644 	: 	617 	647 	647 	618 	620 	: 	850 	892 	: 	: 	597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES020C1	: 	700 	719 	706 	: 	673 	686 	674 	652 	619 	: 	554 	578 	: 	: 	410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES021C1	: 	617 	579 	570 	: 	581 	533 	524 	506 	480 	: 	615 	694 	: 	: 	429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES022C1	: 	659 	676 	670 	: 	624 	640 	516 	503 	503 	: 	545 	563 	: 	: 	487 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES023C1	: 	588 	526 	548 	: 	549 	521 	501 	473 	481 	: 	628 	598 	: 	: 	444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES024C1	: 	537 	532 	529 	: 	529 	516 	527 	484 	465 	: 	667 	707 	: 	: 	556 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES025C1	: 	586 	584 	581 	: 	523 	493 	478 	480 	: 	: 	513 	595 	: 	: 	432 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES025K1	: 	633 	599 	587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES026C1	: 	692 	707 	708 	: 	654 	689 	545 	520 	544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES027C1	: 	669 	707 	698 	: 	618 	646 	657 	609 	656 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES028C1	: 	687 	669 	667 	: 	633 	605 	620 	556 	570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES029C1	: 	483 	425 	398 	: 	429 	398 	406 	422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES030C1	: 	586 	592 	581 	: 	520 	518 	509 	471 	496 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES031C1	: 	647 	632 	615 	: 	598 	609 	528 	514 	512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES032C1	: 	695 	672 	669 	: 	633 	639 	632 	622 	582 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES033C1	: 	695 	698 	694 	: 	684 	672 	685 	675 	707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES034C1	: 	633 	625 	617 	: 	601 	554 	433 	400 	452 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES035C1	: 	495 	398 	385 	: 	433 	365 	378 	377 	301 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES036C1	: 	810 	815 	833 	: 	793 	789 	817 	818 	782 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES037C1	: 	672 	630 	620 	: 	608 	579 	570 	537 	517 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES038C1	: 	690 	723 	712 	: 	623 	646 	642 	644 	603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES039C1	: 	654 	613 	605 	: 	612 	583 	569 	548 	511 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES040C1	: 	627 	620 	614 	: 	608 	582 	602 	597 	549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES041C1	: 	649 	604 	588 	: 	594 	592 	605 	580 	587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES042C1	: 	611 	596 	580 	: 	576 	545 	545 	530 	512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES043C1	: 	775 	817 	855 	: 	787 	808 	618 	597 	574 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES044C1	: 	742 	754 	741 	: 	693 	718 	563 	550 	541 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES045C1	: 	557 	479 	487 	: 	503 	441 	391 	378 	393 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES046C1	: 	594 	572 	556 	: 	531 	513 	511 	463 	426 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES047C1	: 	733 	736 	726 	: 	677 	722 	727 	731 	715 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES048C1	: 	628 	601 	613 	: 	605 	590 	612 	581 	585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1001I,ES049C1	: 	696 	714 	704 	: 	676 	710 	673 	679 	722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
